Date,Open,High,Low,Close_,Adj_Close__,Volume
"May 29, 2023",90.35,90.35,90.35,90.35,90.35,-
"Apr 17, 2022",196.7,196.7,196.7,196.7,196.7,-
"Sep 08, 2022",298.15,298.15,298.15,298.15,298.15,-
"Mar 08, 2020",66.6,66.6,66.6,66.6,66.6,-
"Aug 27, 2019",70.6,70.6,70.6,70.6,70.6,-
"Jan 08, 2020",74.6,74.6,74.6,74.6,74.6,-
"Dec 17, 2019",74.6,74.6,74.6,74.6,74.6,-
"Dec 16, 2019",74.6,74.6,74.6,74.6,74.6,-
"Dec 13, 2019",74.6,74.6,74.6,74.6,74.6,-
"Oct 20, 2019",78.6,78.6,78.6,78.6,78.6,-
"Apr 09, 2019",78.6,78.6,78.6,78.6,78.6,-
"Jun 12, 2022",197.45,197.45,197.45,197.45,197.45,-
"Aug 18, 2022",298.9,298.9,298.9,298.9,298.9,-
"Mar 15, 2020",66.85,66.85,66.85,66.85,66.85,-
"Aug 06, 2020",70.85,70.85,70.85,70.85,70.85,-
"Jul 15, 2020",70.85,70.85,70.85,70.85,70.85,-
"Sep 09, 2019",74.85,74.85,74.85,74.85,74.85,-
"Jul 29, 2019",74.85,74.85,74.85,74.85,74.85,-
"Jul 28, 2019",74.85,74.85,74.85,74.85,74.85,-
"Jul 15, 2019",74.85,74.85,74.85,74.85,74.85,-
"Jun 24, 2019",74.85,74.85,74.85,74.85,74.85,-
"May 06, 2019",74.85,74.85,74.85,74.85,74.85,-
"Feb 28, 2019",78.85,78.85,78.85,78.85,78.85,-
"Aug 09, 2021",82.85,82.85,82.85,82.85,82.85,-
"May 18, 2023",106.85,106.85,106.85,106.85,106.85,-
"Feb 03, 2023",149.95,149.95,149.95,149.95,149.95,-
"Jul 30, 2020",71.1,71.1,71.1,71.1,71.1,-
"Oct 02, 2019",75.1,75.1,75.1,75.1,75.1,-
"Oct 14, 2019",79.1,79.1,79.1,79.1,79.1,-
"Apr 24, 2023",134.2,134.2,134.2,134.2,134.2,-
"Dec 29, 2022",182.2,182.2,182.2,182.2,182.2,-
"Feb 25, 2021",67.35,67.35,67.35,67.35,67.35,-
"Feb 13, 2020",71.35,71.35,71.35,71.35,71.35,-
"Jan 23, 2020",71.35,71.35,71.35,71.35,71.35,-
"Aug 01, 2019",75.35,75.35,75.35,75.35,75.35,-
"Jul 17, 2019",75.35,75.35,75.35,75.35,75.35,-
"May 14, 2019",75.35,75.35,75.35,75.35,75.35,-
"Sep 13, 2020",67.6,67.6,67.6,67.6,67.6,-
"Jan 11, 2021",71.6,71.6,71.6,71.6,71.6,-
"Jun 04, 2019",71.6,71.6,71.6,71.6,71.6,-
"Jun 20, 2021",75.6,75.6,75.6,75.6,75.6,-
"Oct 03, 2019",75.6,75.6,75.6,75.6,75.6,-
"Jun 25, 2019",75.6,75.6,75.6,75.6,75.6,-
"Feb 04, 2019",79.55,79.6,79.55,79.6,79.6,-
"Sep 20, 2022",270.65,270.65,270.65,270.65,270.65,-
"Sep 27, 2020",67.85,67.85,67.85,67.85,67.85,-
"Jun 20, 2019",75.85,75.85,75.85,75.85,75.85,-
"Apr 01, 2019",75.85,75.85,75.85,75.85,75.85,-
"Jul 25, 2021",79.85,79.85,79.85,79.85,79.85,-
"Nov 17, 2021",95.85,95.85,95.85,95.85,95.85,-
"Sep 07, 2023",115.85,115.85,115.85,115.85,115.85,-
"Mar 22, 2023",128.05,128.05,128.05,128.05,128.05,-
"Aug 31, 2022",304.35,304.35,304.35,304.35,304.35,-
"Jan 29, 2021",68.15,68.15,68.15,68.15,68.15,-
"Aug 31, 2020",68.15,68.15,68.15,68.15,68.15,-
"Jun 24, 2020",68.15,68.15,68.15,68.15,68.15,-
"Jan 04, 2021",72.15,72.15,72.15,72.15,72.15,-
"Jun 05, 2019",72.15,72.15,72.15,72.15,72.15,-
"Oct 25, 2021",92.15,92.15,92.15,92.15,92.15,-
"May 23, 2023",100.15,100.15,100.15,100.15,100.15,-
"Aug 09, 2022",240.55,240.55,240.55,240.55,240.55,-
"Dec 03, 2020",64.4,64.4,64.4,64.4,64.4,-
"Dec 02, 2020",64.4,64.4,64.4,64.4,64.4,-
"May 21, 2020",64.4,64.4,64.4,64.4,64.4,-
"Feb 27, 2020",68.4,68.4,68.4,68.4,68.4,-
"Dec 30, 2019",72.4,72.4,72.4,72.4,72.4,-
"Aug 11, 2019",72.4,72.4,72.4,72.4,72.4,-
"Nov 11, 2019",76.4,76.4,76.4,76.4,76.4,-
"Jul 31, 2019",76.4,76.4,76.4,76.4,76.4,-
"Feb 26, 2019",76.4,76.4,76.4,76.4,76.4,-
"Jul 29, 2021",80.4,80.4,80.4,80.4,80.4,-
"Oct 04, 2023",116.4,116.4,116.4,116.4,116.4,-
"Aug 13, 2023",120.4,120.4,120.4,120.4,120.4,-
"Dec 05, 2022",258.1,258.1,258.1,258.1,258.1,-
"Apr 13, 2020",64.65,64.65,64.65,64.65,64.65,-
"Apr 02, 2020",64.65,64.65,64.65,64.65,64.65,-
"Aug 11, 2020",68.65,68.65,68.65,68.65,68.65,-
"Jul 09, 2020",68.65,68.65,68.65,68.65,68.65,-
"Jun 02, 2021",76.65,76.65,76.65,76.65,76.65,-
"May 26, 2021",76.65,76.65,76.65,76.65,76.65,-
"May 05, 2019",76.65,76.65,76.65,76.65,76.65,-
"May 02, 2019",76.65,76.65,76.65,76.65,76.65,-
"Feb 15, 2019",76.65,76.65,76.65,76.65,76.65,-
"Jan 14, 2022",96.65,96.65,96.65,96.65,96.65,-
"Jun 04, 2023",104.65,104.65,104.65,104.65,104.65,-
"Aug 07, 2023",120.65,120.65,120.65,120.65,120.65,-
"Nov 10, 2023",124.65,124.65,124.65,124.65,124.65,-
"Oct 08, 2023",124.65,124.65,124.65,124.65,124.65,-
"Mar 19, 2023",124.65,124.65,124.65,124.65,124.65,-
"Mar 13, 2023",137.3,137.3,137.3,137.3,137.3,-
"Sep 05, 2022",322.85,322.85,322.85,322.85,322.85,-
"Jun 25, 2020",68.9,68.9,68.9,68.9,68.9,-
"Jun 11, 2019",72.9,72.9,72.9,72.9,72.9,-
"Jul 23, 2019",76.9,76.9,76.9,76.9,76.9,-
"Jul 27, 2023",112.9,112.9,112.9,112.9,112.9,-
"Aug 09, 2023",120.9,120.9,120.9,120.9,120.9,-
"Apr 03, 2022",162.05,162.05,162.05,162.05,162.05,-
"Aug 12, 2019",73.15,73.15,73.15,73.15,73.15,-
"Jun 12, 2019",73.15,73.15,73.15,73.15,73.15,-
"Apr 08, 2019",81.15,81.15,81.15,81.15,81.15,-
"Nov 12, 2021",89.15,89.15,89.15,89.15,89.15,-
"Feb 15, 2022",105.15,105.15,105.15,105.15,105.15,-
"May 12, 2020",65.4,65.4,65.4,65.4,65.4,-
"May 11, 2020",65.4,65.4,65.4,65.4,65.4,-
"Nov 19, 2019",77.4,77.4,77.4,77.4,77.4,-
"Sep 26, 2023",125.4,125.4,125.4,125.4,125.4,-
"Oct 02, 2022",278.35,278.35,278.35,278.35,278.35,-
"Feb 22, 2021",65.65,65.65,65.65,65.65,65.65,-
"Dec 07, 2020",65.65,65.65,65.65,65.65,65.65,-
"Oct 12, 2020",65.65,65.65,65.65,65.65,65.65,-
"May 04, 2020",65.65,65.65,65.65,65.65,65.65,-
"Apr 28, 2020",65.65,65.65,65.65,65.65,65.65,-
"Apr 26, 2020",65.65,65.65,65.65,65.65,65.65,-
"Jul 01, 2020",69.6,69.65,69.6,69.65,69.65,-
"Oct 21, 2019",77.65,77.65,77.65,77.65,77.65,-
"Mar 01, 2019",77.65,77.65,77.65,77.65,77.65,-
"Jan 06, 2023",171.3,171.3,171.3,171.3,171.3,-
"Feb 03, 2021",62.95,62.95,62.95,62.95,62.95,-
"Mar 23, 2020",65.9,65.9,65.9,65.9,65.9,-
"Sep 05, 2019",73.9,73.9,73.9,73.9,73.9,-
"May 01, 2019",73.9,73.9,73.9,73.9,73.9,-
"Sep 18, 2019",77.9,77.9,77.9,77.9,77.9,-
"Jun 14, 2023",113.9,113.9,113.9,113.9,113.9,-
"Oct 13, 2020",66.15,66.15,66.15,66.15,66.15,-
"Jul 13, 2020",70.15,70.15,70.15,70.15,70.15,-
"May 30, 2019",74.15,74.15,71.85,71.85,71.85,-
"Apr 25, 2019",74.15,74.15,74.15,74.15,74.15,-
"Oct 15, 2019",78.15,78.15,78.15,78.15,78.15,-
"Apr 16, 2019",78.15,78.15,78.15,78.15,78.15,-
"Jun 05, 2023",98.15,98.15,98.15,98.15,98.15,-
"May 17, 2023",102.15,102.15,102.15,102.15,102.15,-
"Jan 21, 2022",106.15,106.15,106.15,106.15,106.15,-
"Jun 02, 2022",212.3,212.3,212.3,212.3,212.3,-
"Jun 01, 2022",212.3,212.3,212.3,212.3,212.3,-
"Oct 19, 2020",66.4,66.4,66.4,66.4,66.4,-
"Oct 07, 2020",66.4,66.4,66.4,66.4,66.4,-
"Aug 24, 2020",66.4,66.4,66.4,66.4,66.4,-
"Jun 18, 2020",66.4,66.4,66.4,66.4,66.4,-
"Apr 19, 2020",66.4,66.4,66.4,66.4,66.4,-
"May 22, 2019",74.4,74.4,74.4,74.4,74.4,-
"Nov 11, 2021",90.4,90.4,90.4,90.4,90.4,-
"May 22, 2023",102.4,102.4,102.4,102.4,102.4,-
"Jul 18, 2023",106.4,106.4,106.4,106.4,106.4,-
"Nov 21, 2023",122.4,122.4,122.4,122.4,122.4,-
"Apr 16, 2023",122.4,122.4,122.4,122.4,122.4,-
"Jan 19, 2023",180.8,180.8,180.8,180.8,180.8,-
"Oct 03, 2022",265.85,265.85,265.85,265.85,265.85,-
"Aug 25, 2022",298.1,298.1,298.1,298.1,298.1,-
"Sep 07, 2020",66.65,66.65,66.65,66.65,66.65,-
"Jun 09, 2020",66.65,66.65,66.65,66.65,66.65,-
"Jan 30, 2020",70.65,70.65,70.65,70.65,70.65,-
"Aug 20, 2019",70.65,70.65,70.65,70.65,70.65,-
"Oct 29, 2019",74.65,74.65,74.65,74.65,74.65,-
"Aug 05, 2021",82.65,82.65,82.65,82.65,82.65,-
"Aug 06, 2023",118.65,118.65,118.65,118.65,118.65,-
"Nov 09, 2023",126.65,126.65,126.65,126.65,126.65,-
"Mar 11, 2022",157.55,157.55,157.55,157.55,157.55,-
"Mar 12, 2020",66.9,66.9,66.9,66.9,66.9,-
"Jul 23, 2020",70.9,70.9,70.9,70.9,70.9,-
"Jul 30, 2019",74.9,74.9,74.9,74.9,74.9,-
"May 16, 2023",106.9,106.9,106.9,106.9,106.9,-
"Jul 28, 2022",253.8,253.8,253.8,253.8,253.8,-
"Aug 29, 2022",284.35,284.35,284.35,284.35,284.35,-
"Aug 26, 2020",67.15,67.15,67.15,67.15,67.15,-
"Mar 10, 2020",67.15,67.15,67.15,67.15,67.15,-
"Aug 02, 2020",71.15,71.15,71.15,71.15,71.15,-
"Oct 30, 2019",75.15,75.15,75.15,75.15,75.15,-
"Sep 12, 2019",75.15,75.15,75.15,75.15,75.15,-
"Feb 22, 2019",75.15,75.15,75.15,75.15,75.15,-
"May 30, 2023",91.15,91.15,91.15,91.15,91.15,-
"Jun 15, 2023",111.15,111.15,111.15,111.15,111.15,-
"Nov 15, 2023",123.15,123.15,123.15,123.15,123.15,-
"Oct 30, 2023",123.15,123.15,123.15,123.15,123.15,-
"Sep 28, 2020",67.4,67.4,67.4,67.4,67.4,-
"Sep 21, 2020",67.4,67.4,67.4,67.4,67.4,-
"Oct 31, 2019",75.4,75.4,75.4,75.4,75.4,-
"Sep 01, 2020",67.65,67.65,67.65,67.65,67.65,-
"Feb 04, 2020",71.65,71.65,71.65,71.65,71.65,-
"Jun 17, 2019",71.65,71.65,71.65,71.65,71.65,-
"Jun 23, 2019",75.65,75.65,75.65,75.65,75.65,-
"Feb 25, 2019",75.65,75.65,75.65,75.65,75.65,-
"Jan 04, 2022",87.65,87.65,87.65,87.65,87.65,-
"Jan 20, 2022",103.65,103.65,103.65,103.65,103.65,-
"Jan 18, 2022",107.65,107.65,107.65,107.65,107.65,-
"Jun 16, 2022",207.3,207.3,207.3,207.3,207.3,-
"Mar 16, 2022",143.55,143.55,143.55,143.55,143.55,-
"Sep 13, 2022",303.35,303.35,303.35,303.35,303.35,-
"Nov 19, 2020",59.95,59.95,59.95,59.95,59.95,-
"Feb 18, 2021",63.95,63.95,63.95,63.95,63.95,-
"Dec 18, 2020",67.9,67.9,67.9,67.9,67.9,-
"Dec 14, 2020",67.9,67.9,67.9,67.9,67.9,-
"Aug 16, 2020",67.9,67.9,67.9,67.9,67.9,-
"Apr 25, 2021",71.9,71.9,71.9,71.9,71.9,-
"Jan 08, 2021",71.9,71.9,71.9,71.9,71.9,-
"Jan 29, 2020",71.9,71.9,71.9,71.9,71.9,-
"Jan 27, 2020",71.9,71.9,71.9,71.9,71.9,-
"Aug 28, 2019",71.9,71.9,71.9,71.9,71.9,-
"Oct 27, 2019",75.85,75.9,75.85,75.9,75.9,-
"May 07, 2019",75.9,75.9,75.9,75.9,75.9,-
"Oct 10, 2019",79.9,79.9,79.9,79.9,79.9,-
"Oct 01, 2023",123.9,123.9,123.9,123.9,123.9,-
"Mar 07, 2023",127.9,127.9,127.9,127.9,127.9,-
"May 01, 2023",136.15,136.15,136.15,136.15,136.15,-
"Mar 03, 2021",68.2,68.2,68.2,68.2,68.2,-
"Aug 17, 2020",68.2,68.2,68.2,68.2,68.2,-
"Mar 12, 2019",72.2,72.2,72.2,72.2,72.2,-
"Nov 05, 2019",76.2,76.2,76.2,76.2,76.2,-
"Jul 04, 2019",76.2,76.2,76.2,76.2,76.2,-
"May 20, 2019",76.2,76.2,76.2,76.2,76.2,-
"Dec 27, 2021",104.2,104.2,104.2,104.2,104.2,-
"Dec 23, 2021",104.2,104.2,104.2,104.2,104.2,-
"Dec 21, 2021",104.2,104.2,104.2,104.2,104.2,-
"Mar 30, 2022",160.4,160.4,160.4,160.4,160.4,-
"Jan 18, 2023",176.65,176.65,176.65,176.65,176.65,-
"Oct 27, 2020",64.45,64.45,64.45,64.45,64.45,-
"Apr 01, 2020",64.45,64.45,64.45,64.45,64.45,-
"Mar 30, 2020",64.45,64.45,64.45,64.45,64.45,-
"Jan 20, 2021",68.45,68.45,68.45,68.45,68.45,-
"Feb 28, 2020",68.45,68.45,68.45,68.45,68.45,-
"Jul 11, 2019",76.45,76.45,76.45,76.45,76.45,-
"Jun 07, 2023",104.45,104.45,104.45,104.45,104.45,-
"Feb 08, 2023",136.9,136.9,136.9,136.9,136.9,-
"Dec 19, 2022",200.9,200.9,200.9,200.9,200.9,-
"Oct 23, 2022",233.15,233.15,233.15,233.15,233.15,-
"Nov 25, 2020",62.35,62.35,62.35,62.35,62.35,-
"Mar 02, 2021",68.7,68.7,68.7,68.7,68.7,-
"Aug 12, 2020",68.7,68.7,68.7,68.7,68.7,-
"Apr 21, 2021",72.7,72.7,72.7,72.7,72.7,-
"Jan 28, 2020",72.7,72.7,72.7,72.7,72.7,-
"Jun 27, 2021",76.7,76.7,76.7,76.7,76.7,-
"Dec 04, 2019",76.7,76.7,76.7,76.7,76.7,-
"Nov 04, 2019",76.7,76.7,76.7,76.7,76.7,-
"Jun 01, 2023",92.7,92.7,92.7,92.7,92.7,-
"Dec 28, 2021",100.7,100.7,100.7,100.7,100.7,-
"Nov 08, 2023",124.7,124.7,124.7,124.7,124.7,-
"Apr 11, 2023",129.4,129.4,129.4,129.4,129.4,-
"May 24, 2022",217.4,217.4,217.4,217.4,217.4,-
"Dec 07, 2022",259.05,259.05,259.05,259.05,259.05,-
"Oct 27, 2022",225.65,225.65,225.65,225.65,225.65,-
"May 18, 2020",64.95,64.95,64.95,64.95,64.95,-
"Mar 19, 2020",64.95,64.95,64.95,64.95,64.95,-
"Mar 04, 2020",68.95,68.95,68.95,68.95,68.95,-
"Aug 06, 2019",72.95,72.95,72.95,72.95,72.95,-
"May 27, 2021",76.95,76.95,76.95,76.95,76.95,-
"Nov 18, 2019",76.95,76.95,76.95,76.95,76.95,-
"Sep 22, 2019",76.95,76.95,76.95,76.95,76.95,-
"Sep 17, 2019",76.95,76.95,76.95,76.95,76.95,-
"Feb 13, 2019",76.95,76.95,76.95,76.95,76.95,-
"May 14, 2020",65.2,65.2,65.2,65.2,65.2,-
"Apr 30, 2020",65.2,65.2,65.2,65.2,65.2,-
"Dec 21, 2020",69.2,69.2,69.2,69.2,69.2,-
"Mar 25, 2019",73.2,73.2,73.2,73.2,73.2,-
"Jul 14, 2021",77.2,77.2,77.2,77.2,77.2,-
"Nov 08, 2019",77.2,77.2,77.2,77.2,77.2,-
"Sep 16, 2019",77.2,77.2,77.2,77.2,77.2,-
"Apr 03, 2019",77.2,77.2,77.2,77.2,77.2,-
"Apr 27, 2020",65.45,65.45,65.45,65.45,65.45,-
"Apr 05, 2020",65.45,65.45,65.45,65.45,65.45,-
"May 03, 2021",73.45,73.45,73.45,73.45,73.45,-
"Sep 08, 2019",73.45,73.45,73.45,73.45,73.45,-
"Nov 07, 2019",77.45,77.45,77.45,77.45,77.45,-
"Aug 24, 2021",85.45,85.45,85.45,85.45,85.45,-
"Feb 01, 2022",109.45,109.45,109.45,109.45,109.45,-
"Aug 02, 2022",242.9,242.9,242.9,242.9,242.9,-
"Feb 23, 2023",155.15,155.15,155.15,155.15,155.15,-
"May 15, 2022",219.15,219.15,219.15,219.15,219.15,-
"Oct 01, 2020",65.7,65.7,65.7,65.7,65.7,-
"Apr 21, 2020",65.7,65.7,65.7,65.7,65.7,-
"Apr 11, 2021",69.7,69.7,69.7,69.7,69.7,-
"Mar 18, 2021",69.7,69.7,69.7,69.7,69.7,-
"Feb 21, 2020",69.7,69.7,69.7,69.7,69.7,-
"Jan 15, 2020",73.7,73.7,73.7,73.7,73.7,-
"Feb 27, 2019",77.7,77.7,77.7,77.7,77.7,-
"Feb 05, 2019",77.7,77.7,77.7,77.7,77.7,-
"Jan 17, 2023",171.4,171.4,171.4,171.4,171.4,-
"Oct 31, 2022",211.4,211.4,211.4,211.4,211.4,-
"Oct 14, 2020",65.95,65.95,65.95,65.95,65.95,-
"Apr 22, 2020",65.95,65.95,65.95,65.95,65.95,-
"Jul 05, 2020",69.95,69.95,69.95,69.95,69.95,-
"Nov 22, 2019",77.95,77.95,77.95,77.95,77.95,-
"Sep 15, 2019",77.95,77.95,77.95,77.95,77.95,-
"Apr 13, 2023",121.95,121.95,121.95,121.95,121.95,-
"Oct 13, 2022",243.9,243.9,243.9,243.9,243.9,-
"Feb 14, 2023",140.15,140.15,140.15,140.15,140.15,-
"Nov 28, 2022",236.15,236.15,236.15,236.15,236.15,-
"Aug 25, 2020",66.2,66.2,66.2,66.2,66.2,-
"Aug 23, 2020",66.2,66.2,66.2,66.2,66.2,-
"May 10, 2020",66.2,66.2,66.2,66.2,66.2,-
"Apr 06, 2020",66.2,66.2,66.2,66.2,66.2,-
"Apr 12, 2021",70.2,70.2,70.2,70.2,70.2,-
"Apr 06, 2021",70.2,70.2,70.2,70.2,70.2,-
"Feb 11, 2020",70.2,70.2,70.2,70.2,70.2,-
"Dec 20, 2019",74.2,74.2,74.2,74.2,74.2,-
"Sep 29, 2019",74.2,74.2,74.2,74.2,74.2,-
"Jun 19, 2019",74.2,74.2,74.2,74.2,74.2,-
"Nov 14, 2019",78.2,78.2,78.2,78.2,78.2,-
"Apr 10, 2019",78.2,78.2,78.2,78.2,78.2,-
"Jul 06, 2023",114.2,114.2,114.2,114.2,114.2,-
"Apr 25, 2023",132.4,132.4,132.4,132.4,132.4,-
"Apr 20, 2023",132.65,132.65,132.65,132.65,132.65,-
"Mar 14, 2023",132.65,132.65,132.65,132.65,132.65,-
"Mar 09, 2023",132.65,132.65,132.65,132.65,132.65,-
"Oct 21, 2020",66.45,66.45,66.45,66.45,66.45,-
"Oct 08, 2020",66.45,66.45,66.45,66.45,66.45,-
"Mar 24, 2020",66.45,66.45,66.45,66.45,66.45,-
"Jan 07, 2021",70.45,70.45,70.45,70.45,70.45,-
"Dec 23, 2020",70.45,70.45,70.45,70.45,70.45,-
"Jul 26, 2020",70.45,70.45,70.45,70.45,70.45,-
"Jun 09, 2019",74.45,74.45,74.45,74.45,74.45,-
"May 27, 2019",74.45,74.45,74.45,74.45,74.45,-
"Jul 18, 2021",78.45,78.45,78.45,78.45,78.45,-
"Oct 16, 2019",78.45,78.45,78.45,78.45,78.45,-
"Oct 09, 2019",78.45,78.45,78.45,78.45,78.45,-
"Jan 03, 2022",86.45,86.45,86.45,86.45,86.45,-
"Oct 05, 2023",118.45,118.45,118.45,118.45,118.45,-
"Jun 08, 2020",66.7,66.7,66.7,66.7,66.7,-
"Jun 04, 2020",66.7,66.7,66.7,66.7,66.7,-
"Apr 04, 2021",70.7,70.7,70.7,70.7,70.7,-
"Mar 31, 2021",70.7,70.7,70.7,70.7,70.7,-
"Jul 27, 2020",70.7,70.7,70.7,70.7,70.7,-
"Sep 03, 2019",70.7,70.7,70.7,70.7,70.7,-
"Aug 19, 2019",70.7,70.7,70.7,70.7,70.7,-
"Jan 07, 2020",74.7,74.7,74.7,74.7,74.7,-
"May 09, 2019",74.7,74.7,74.7,74.7,74.7,-
"Mar 04, 2019",78.7,78.7,78.7,78.7,78.7,-
"Jun 06, 2023",102.7,102.7,102.7,102.7,102.7,-
"Dec 16, 2022",205.4,205.4,205.4,205.4,205.4,-
"Mar 20, 2023",133.65,133.65,133.65,133.65,133.65,-
"Nov 23, 2022",229.65,229.65,229.65,229.65,229.65,-
"Oct 18, 2020",66.95,66.95,66.95,66.95,66.95,-
"Sep 20, 2020",66.95,66.95,66.95,66.95,66.95,-
"Dec 30, 2020",70.95,70.95,70.95,70.95,70.95,-
"Aug 05, 2020",70.95,70.95,70.95,70.95,70.95,-
"Jan 17, 2020",70.95,70.95,70.95,70.95,70.95,-
"Aug 25, 2019",70.95,70.95,70.95,70.95,70.95,-
"Aug 22, 2019",70.95,70.95,70.95,70.95,70.95,-
"Aug 21, 2019",70.95,70.95,70.95,70.95,70.95,-
"Dec 19, 2019",74.95,74.95,74.95,74.95,74.95,-
"Dec 09, 2019",74.95,74.95,74.95,74.95,74.95,-
"Oct 01, 2019",74.95,74.95,74.95,74.95,74.95,-
"Sep 24, 2019",74.95,74.95,74.95,74.95,74.95,-
"Apr 29, 2019",74.95,74.95,74.95,74.95,74.95,-
"Mar 28, 2019",74.95,74.95,74.95,74.95,74.95,-
"Mar 06, 2019",74.95,74.95,74.95,74.95,74.95,-
"Apr 26, 2023",133.9,133.9,133.9,133.9,133.9,-
"Mar 30, 2023",141.9,141.9,141.9,141.9,141.9,-
"Apr 09, 2023",133.5,134.15,133.5,134.15,134.15,-
"Apr 05, 2023",134.15,134.15,134.15,134.15,134.15,-
"Mar 15, 2023",134.15,134.15,134.15,134.15,134.15,-
"Nov 02, 2020",61.6,61.6,61.6,61.6,61.6,-
"Sep 30, 2020",67.2,67.2,67.2,67.2,67.2,-
"Jul 29, 2020",71.2,71.2,71.2,71.2,71.2,-
"May 06, 2021",75.2,75.2,75.2,75.2,75.2,-
"Sep 25, 2019",75.2,75.2,75.2,75.2,75.2,-
"May 13, 2019",75.2,75.2,75.2,75.2,75.2,-
"Feb 11, 2019",75.2,75.2,75.2,75.2,75.2,-
"Dec 16, 2020",67.45,67.45,67.45,67.45,67.45,-
"Sep 02, 2020",67.45,67.45,67.45,67.45,67.45,-
"Jul 22, 2020",71.45,71.45,71.45,71.45,71.45,-
"Jul 14, 2020",71.45,71.45,71.45,71.45,71.45,-
"Jan 24, 2020",71.45,71.45,71.45,71.45,71.45,-
"Jan 21, 2020",71.45,71.45,71.45,71.45,71.45,-
"Mar 14, 2019",71.45,71.45,71.45,71.45,71.45,-
"Aug 12, 2021",83.45,83.45,83.45,83.45,83.45,-
"Oct 24, 2021",95.45,95.45,95.45,95.45,95.45,-
"Nov 09, 2020",59.85,59.85,59.85,59.85,59.85,-
"Nov 03, 2020",61.85,61.85,61.85,61.85,61.85,-
"Feb 04, 2021",63.85,63.85,63.85,63.85,63.85,-
"Aug 18, 2020",67.7,67.7,67.7,67.7,67.7,-
"Feb 14, 2020",71.7,71.7,71.7,71.7,71.7,-
"Mar 21, 2019",71.7,71.7,71.7,71.7,71.7,-
"Dec 12, 2019",75.7,75.7,75.7,75.7,75.7,-
"Jul 08, 2019",75.7,75.7,75.7,75.7,75.7,-
"Feb 17, 2023",143.65,143.65,143.65,143.65,143.65,-
"Dec 15, 2020",67.95,67.95,67.95,67.95,67.95,-
"Feb 05, 2020",71.95,71.95,71.95,71.95,71.95,-
"May 12, 2021",75.95,75.95,75.95,75.95,75.95,-
"Jul 13, 2023",95.95,95.95,95.95,95.95,95.95,-
"Sep 21, 2023",123.95,123.95,123.95,123.95,123.95,-
"Jul 17, 2023",104.25,104.25,104.25,104.25,104.25,1
"Jul 19, 2023",112.25,112.25,112.25,112.25,112.25,1
"Feb 01, 2021",64.5,64.5,64.5,64.5,64.5,1
"Feb 14, 2022",104.5,104.5,104.5,104.5,104.5,1
"Jun 14, 2022",209,209,209,209,209,1
"Dec 08, 2022",249.5,249.5,249.5,249.5,249.5,1
"Apr 08, 2021",69,69,69,69,69,1
"Jun 13, 2021",77,77,77,77,77,1
"Sep 18, 2023",125.25,125.25,125.25,125.25,125.25,1
"Nov 24, 2021",109.5,109.5,109.5,109.5,109.5,1
"Aug 03, 2023",113.5,113.5,113.5,113.5,113.5,1
"Aug 14, 2022",262.5,262.5,262.5,262.5,262.5,1
"Mar 22, 2022",163.5,163.5,163.5,163.5,163.5,1
"Mar 09, 2022",163.5,163.5,163.5,163.5,163.5,1
"Oct 04, 2020",66,66,66,66,66,1
"Jan 31, 2022",110,110,110,110,110,1
"Jul 30, 2023",114,114,114,114,114,1
"Jun 27, 2023",114,114,114,114,114,1
"Aug 31, 2023",118.25,118.25,118.25,118.25,118.25,1
"Nov 14, 2022",188.75,188.75,188.75,188.75,188.75,1
"Jul 06, 2021",74.5,74.5,74.5,74.5,74.5,1
"Jul 24, 2023",126.5,126.5,126.5,126.5,126.5,1
"Nov 03, 2022",205,205,205,205,205,1
"Aug 21, 2022",299.25,299.25,299.25,299.25,299.25,1
"Aug 20, 2023",127.25,127.25,127.25,127.25,127.25,1
